Sex,Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots
M,28,72.88,222.5,150,265,637.5,465.96
M,27.5,73.64,207.5,125,252.5,585,424.68
M,32.5,73.62,185,140,220,545,395.72
M,28.5,72.6,200,110,220,530,388.38
M,30.5,73.16,180,157.5,180,517.5,377.3
M,23,82.8,298,200,315,813,549.59
M,25,82.56,277.5,208,305,790.5,535.26
M,23.5,81.96,270,202.5,272.5,745,506.55
M,37.5,82.72,255,177.5,300,732.5,495.44
M,24.5,82.64,235,187.5,295,717.5,485.56
M,29.5,82.38,242.5,147.5,317.5,707.5,479.65
M,28,82.5,252.5,167.5,280,700,474.17
M,24.5,81.14,250,147.5,280,677.5,463.32
M,25.5,82.78,230,150,262.5,642.5,434.39
M,31.5,81.72,200,170,230,600,408.64
M,29.5,81.62,227.5,125,225,577.5,393.59
M,40.5,92.5,305,210,325,840,535.84
M,28.5,92.92,290,205,320,815,518.76
M,26.5,92.76,285,170,335,790,503.26
M,26,92.52,220,187.5,360,767.5,489.54
M,28.5,92.66,300,172.5,290,762.5,486
M,29.5,92.6,242.5,192.5,315,750,478.18
M,27.5,92.4,250,170,317.5,737.5,470.7
M,24.5,91.68,245,185,300,730,467.7
M,23.5,90.62,240,167.5,297.5,705,454.29
M,24,90.64,270,165,262.5,697.5,449.41
M,26.5,91.16,247.5,157.5,282.5,687.5,441.71
M,25.5,91.2,247.5,152.5,282.5,682.5,438.4
M,41,92.76,240,212.5,210,662.5,422.04
M,38,90.64,200,140,245,585,376.92
M,29,104.1,300,192.5,352.5,845,511.4
M,28,103.3,307.5,175,357.5,840,509.98
M,30,104.9,302.5,210,327.5,840,506.8
M,27.5,104.3,325,207.5,305,837.5,506.46
M,31.5,104.8,292.5,207.5,320,820,494.92
M,27.5,104.9,300,187.5,330,817.5,493.22
M,21.5,104.4,310,207.5,290,807.5,488.13
M,32.5,104.1,280,195,330,805,487.19
M,30.5,102.8,290,212.5,300,802.5,488.2
M,32.5,104.6,280,192.5,312.5,785,474.16
M,26.5,104.8,310,200,260,770,464.74
M,24.5,104.3,267.5,187.5,297.5,752.5,455.06
M,31.5,104.5,255,197.5,290,742.5,448.66
M,29.5,102.4,275,162.5,295,732.5,446.34
M,23.5,103.1,257.5,180,287.5,725,440.52
M,29.5,97.7,240,165,287.5,692.5,430.63
M,31.5,103.9,240,175,270,685,414.89
M,33.5,105,255,155,240,650,392.01
M,21.5,103.2,240,135,255,630,382.64
M,35.5,118.98,378,253,347.5,978.5,563.57
M,39,119.6,365,215,360,940,540.45
M,31.5,118.8,332.5,232.5,345,910,524.38
M,25.5,118.38,302.5,217.5,345,865,499.05
M,27.5,119.72,327.5,230,270,827.5,475.61
M,38.5,119.62,285,217.5,285,787.5,452.74
M,25.5,111.06,292.5,187.5,282.5,762.5,449.99
M,36.5,118.58,290,170,300,760,438.22
M,37.5,116.6,240,207.5,300,747.5,433.5
M,29,184.6,438,245,360,1043,531.58
M,35.5,180.4,426.5,260,320,1006.5,515.92
M,29.5,159.18,410,252.5,322.5,985,521.42
M,27.5,159.42,400,230,335,965,510.63
M,33,158.56,347.5,250,355,952.5,504.73
M,30.5,178.4,380,220,325,925,475.48
M,29,150.1,325,275,300,900,483.9
M,31.5,166.6,335,245,302.5,882.5,461.65
M,26.5,151.3,347.5,200,320,867.5,465.43
M,26.5,146.04,320,222.5,320,862.5,467.18
M,37.5,148.54,330,207.5,310,847.5,456.95
M,30.5,129.56,307.5,190,345,842.5,472.23
M,27.5,152.82,310,192.5,337.5,840,449.48
M,27.5,151.22,285,185,285,755,405.13
M,36.5,126.72,260,207.5,260,727.5,410.55
M,36.5,141.68,290,200,220,710,387.8
M,37,132.44,255,170,270,695,387.01
M,35.5,125.34,265,145,270,680,385.06
M,17.5,52.76,145,80,165,390,368.47
M,16.5,58.64,177.5,127.5,200,505,434.44
M,17.5,58.8,182.5,97.5,200.5,480.5,412.42
M,17.5,58.88,165,105,195,465,398.66
M,17.5,58.78,155,110,180,445,382.05
M,16.5,58.76,155,92.5,182.5,430,369.28
M,17,57.7,142.5,85,165,392.5,342.31
M,17.5,57.66,110,75,152.5,337.5,294.52
M,17.5,65.22,200,117.5,225,542.5,428.85
M,17.5,65.36,190,95,240,525,414.35
M,17.5,65.82,172.5,132.5,212.5,517.5,406.3
M,17.5,65.62,175,117.5,217.5,510,401.32
M,17.5,65.22,165,120,217.5,502.5,397.23
M,17.5,64.68,170,95,222.5,487.5,387.8
M,17.5,65.52,165,90,182.5,437.5,344.66
M,17.5,63.7,165,90,180,435,350.09
M,18,73,216,155,247.5,618.5,451.58
M,16.5,73,227.5,130,245,602.5,439.9
M,17.5,73.2,190,120,227.5,537.5,391.74
M,17.5,73.5,202.5,107.5,227.5,537.5,390.69
M,17.5,73.8,192.5,120,212.5,525,380.59
M,17.5,73.8,187.5,115,202.5,505,366.09
M,17.5,73.9,180,107.5,207.5,495,358.52
M,17.5,73,160,122.5,195,477.5,348.64
M,16.5,72.7,180,102.5,190,472.5,345.93
M,17.5,71.9,157.5,115,187.5,460,339.27
M,17.5,82.74,225,152.5,260,637.5,431.13
M,17.5,82.92,245.5,140,250,635.5,429.25
M,17.5,81.34,205,130,262.5,597.5,408.03
M,17.5,82.48,230,132.5,230,592.5,401.41
M,17.5,80.98,182.5,115,240,537.5,368
M,17.5,81.34,190,115,200,505,344.86
M,17.5,75.16,150,100,185,435,311.65
M,16.5,92.6,245,165,270,680,433.55
M,17.5,88.2,227.5,145,235,607.5,396.88
M,17.5,90.8,205,162.5,227.5,595,383.03
M,17.5,91.4,230,142.5,220,592.5,380.18
M,18,92.1,215,130,220,565,361.18
M,16.5,92.4,205,120,212.5,537.5,343.06
M,17.5,86.2,175,125,210,510,337.23
M,17.5,102.7,300,182.5,300.5,783,476.53
M,17.5,103.9,235,160,247.5,642.5,389.15
M,16.5,103.4,215,170,230,615,373.23
M,17.5,101.7,215,160,227.5,602.5,368.18
M,18,108.26,270,157.5,272.5,700,417.11
M,18,117.68,232.5,170,260,662.5,382.99
M,17.5,115.38,270,150,240,660,384.17
M,17,155.14,365.5,175,250,790.5,421.3
M,17.5,133.4,180,90,205,475,263.94
M,20,52.6,160,117.5,240.5,518,490.8
M,20.5,52.6,160,107.5,180,447.5,424
M,22.5,52.7,135,95,175,405,383.05
M,21.5,58.8,170,132.5,215,517.5,444.17
M,20.5,58.8,190,112.5,212.5,515,442.03
M,22.5,55.8,185,107.5,207.5,500,448.94
M,19.5,58.6,175,130,195,500,430.38
M,22.5,58,175,120,180,475,412.44
M,22.5,58.9,162.5,110,197.5,470,402.83
M,21,64.8,207.5,188.5,217.5,613.5,487.34
M,20.5,64.4,205,135,265,605,482.85
M,21.5,65.2,215,142.5,227.5,585,462.55
M,22.5,64.8,210,132.5,235,577.5,458.74
M,22.5,65.5,200,130,245,575,453.08
M,21.5,65.8,210,137.5,227.5,575,451.54
M,22.5,65.7,190,125,215,530,416.68
M,21.5,65.9,180,135,215,530,415.74
M,22.5,64.9,192.5,107.5,227.5,527.5,418.54
M,22.5,65.8,170,105,195,470,369.09
M,20,73.66,245,172.5,278.5,696,505.17
M,23,74,255,150,250,655,473.99
M,21.5,72.64,227.5,132.5,278,638,467.35
M,21.5,73.88,215,150,257.5,622.5,450.95
M,20.5,73.84,220,182.5,215,617.5,447.48
M,20.5,72.66,200,195,220,615,450.42
M,21,73.72,215,140,260,615,446.15
M,21.5,73.12,217.5,145,250,612.5,446.72
M,21.5,73.36,222.5,130,255,607.5,442.12
M,22.5,73.7,215,137.5,240,592.5,429.9
M,20.5,71.6,215,115,260,590,436.38
M,23,73.44,220,120,240,580,421.8
M,20.5,73.74,210,142.5,225,577.5,418.87
M,18.5,73.08,215,112.5,237.5,565,412.22
M,21.5,73,190,150,215,555,405.22
M,22,73.04,205,117.5,225,547.5,399.6
M,19.5,73.98,205,130,190,525,379.98
M,23,82.62,250,175,311,736,498.15
M,22.5,82.48,252.5,147.5,302.5,702.5,475.93
M,22.5,82.18,270,147.5,282.5,700,475.22
M,20.5,81.66,230,150,306.5,686.5,467.75
M,22.5,81.66,245,160,270,675,459.92
M,20.5,82.22,242.5,180,245,667.5,453.03
M,19.5,81.7,245,130,280,655,446.16
M,20.5,82.22,225,167.5,250,642.5,436.07
M,22.5,82.98,220,140,257.5,617.5,416.92
M,22,82,235,122.5,245,602.5,409.54
M,22.5,82.38,200,160,232.5,592.5,401.69
M,22.5,82.96,212.5,140,240,592.5,400.1
M,19.5,79.1,190,142.5,215,547.5,380.07
M,18.5,81.46,192.5,140,205,537.5,366.75
M,19.5,92,302.5,185,325,812.5,519.67
M,21.5,92.4,270,182.5,295,747.5,477.09
M,20.5,92.7,245,165,305,715,455.63
M,21.5,90.8,275,160,277.5,712.5,458.67
M,22.5,88,270,150,285,705,461.12
M,22.5,92.2,250,160,282.5,692.5,442.45
M,21,92.8,262.5,172.5,252.5,687.5,437.88
M,22.5,92.9,240,175,270,685,436.06
M,22.5,91.7,230,135,285,650,416.4
M,22.5,85.6,185,127.5,217.5,530,351.77
M,21.5,92.3,220,195,75,490,312.9
M,19.5,103.48,295,172.5,310,777.5,471.7
M,20.5,104.22,300,182.5,292.5,775,468.81
M,22.5,103.89,282.5,182.5,292.5,757.5,458.82
M,21,102.32,275,180,300,755,460.2
M,18.5,104.56,272.5,180,300,752.5,454.6
M,21.5,104.26,245,175,330.5,750.5,453.92
M,21.5,103.38,295,177.5,275,747.5,453.68
M,20.5,103.62,280,170,280,730,442.64
M,22.5,104.18,270,182.5,275,727.5,440.15
M,19.5,104.62,265,185,270,720,434.87
M,22.5,104.26,260,175,280,715,432.45
M,22.5,103.28,267.5,180,260,707.5,429.58
M,19.5,102.52,235,140,302.5,677.5,412.62
M,19.5,101.28,225,155,250,630,385.67
M,22,116.9,307.5,240,330,877.5,508.44
M,22,119.5,365.5,142.5,350,858,493.44
M,22.5,119.8,320,190,345,855,491.3
M,22.5,119.9,315,215,317.5,847.5,486.86
M,21,119.2,317.5,180,322.5,820,471.99
M,21.5,119.3,277.5,205,300,782.5,450.27
M,22.5,119.1,277.5,172.5,292.5,742.5,427.5
M,21,110.7,272.5,150,300,722.5,426.9
M,22,169.9,366,225,315,906,471.55
M,19.5,122.6,300,182.5,307.5,790,450.52
M,20.5,125.9,275,187.5,262.5,725,409.97
M,22.5,131.8,227.5,160,270,657.5,366.65
M,22.5,131.6,312.5,150,65,527.5,294.29
M,40.5,58.7,150,97.5,215,462.5,397.53
M,47.5,58.7,152.5,107.5,190,450,386.79
M,42.5,58.2,155,105,182.5,442.5,383.1
M,42,58.1,155,102.5,170,427.5,370.65
M,39.5,58.4,157.5,87.5,182.5,427.5,369.04
M,41,57.5,147.5,87.5,155,390,341.14
M,45.5,65.6,200,135,270,605,476.18
M,46.5,65.8,180,117.5,252.5,550,431.91
M,40.5,63.9,160,110,207.5,477.5,383.37
M,39.5,64.7,155,117.5,190,462.5,367.82
M,39.5,63.7,165,102.5,180,447.5,360.15
M,44.5,60.7,137.5,85,180,402.5,336.53
M,43.5,73.8,220,152.5,247.5,620,449.45
M,45.5,73.3,205,135,260,600,436.89
M,41.5,73.6,200,127.5,262.5,590,428.46
M,43.5,73.6,185,147.5,245,577.5,419.39
M,41.5,73.6,200,127.5,237.5,565,410.31
M,39.5,73.9,170,127.5,220,517.5,374.82
M,39,72.5,180,130,180,490,359.4
M,44.5,72.6,170,115,185,470,344.41
M,44,81.9,265,147.5,272.5,685,465.95
M,41.5,82.7,235,140,247.5,622.5,421.1
M,46.5,83,192.5,142.5,230,565,381.42
M,41.5,82,192.5,132.5,75,400,271.9
M,40.5,91.8,275,172.5,277.5,725,464.2
M,40,92.7,240,160,280,680,433.32
M,45.5,92.8,252.5,162.5,262.5,677.5,431.51
M,39,92.4,255,147.5,267.5,670,427.62
M,43.5,92.4,210,145,257.5,612.5,390.92
M,47.5,92,210,152.5,230,592.5,378.96
M,45.5,92.6,232.5,115,242.5,590,376.17
M,44.5,91.8,195,140,205,540,345.75
M,39.5,103.6,290,177.5,307.5,775,469.96
M,39,103.6,297.5,195,280,772.5,468.44
M,40.5,104.1,275,175,305,755,456.93
M,44.5,103.2,257.5,202.5,277.5,737.5,447.93
M,44.5,102.8,265,160,310,735,447.13
M,40.5,104.9,272.5,195,260,727.5,438.92
M,43,104.4,265,165,275,705,426.17
M,43,104.1,242.5,147.5,295,685,414.57
M,44.5,103.9,257.5,142.5,275,675,408.83
M,42.5,104.3,222.5,152.5,255,630,380.98
M,44.5,101.9,220,120,265,605,369.41
M,39,115.96,300,197.5,325,822.5,477.91
M,48,117.74,302.5,177.5,322.5,802.5,463.85
M,43.5,119.18,300,185,280,765,440.35
M,43.5,116.94,277.5,200,265,742.5,430.17
M,40.5,112.82,270,167.5,290,727.5,426.86
M,45.5,118.36,282.5,192.5,240,715,412.53
M,40.5,116.06,245,145,250,640,371.76
M,43.5,169.9,310,225,292.5,827.5,430.69
M,43.5,127.1,300,195,307.5,802.5,452.46
M,41.5,160.7,260,222.5,307.5,790,417.16
M,41.5,141.48,260,225,280,765,418
M,44.5,143.28,287.5,190,255,732.5,398.85
M,41,124.46,260,152.5,310,722.5,410.04
M,47.5,122.9,265,170,250,685,390.33
M,43.5,152.1,235,172.5,265,672.5,360.3
M,42.5,129.64,195,145,225,565,316.63
M,50,58.66,190,85,235.5,510.5,439.04
M,51.5,58.84,132.5,100,147.5,380,325.97
M,50.5,64.48,185,117.5,227.5,530,422.6
M,53,64.88,152.5,110,200,462.5,367.05
M,55,61.9,145,82.5,190,417.5,343.63
M,56.5,63.76,145,120,150,415,333.75
M,49.5,70.96,205,122.5,230,557.5,414.86
M,51.5,73.84,206,120,217.5,543.5,393.86
M,55.5,72.84,182.5,127.5,227.5,537.5,393.01
M,53.5,73.6,165,132.5,225,522.5,379.45
M,51.5,72.04,150,153,195,498,366.82
M,57.5,73.3,185,102.5,205,492.5,358.62
M,51.5,71.14,130,100,160,390,289.72
M,55,81.64,237.5,147.5,290,675,459.98
M,52.5,82.58,225,147.5,262.5,635,429.91
M,51.5,82.2,200,127.5,247.5,575,390.31
M,53.5,80.98,175,120,230,525,359.44
M,53.5,82.3,192.5,132.5,190,515,349.34
M,53.5,81.36,200,105,205,510,348.23
M,52.5,82.28,190,92.5,210,492.5,334.12
M,56,91.6,310,200,280,790,506.36
M,52,91.7,237.5,150,280,667.5,427.61
M,52,92,255,145,265,665,425.33
M,52.5,92.3,220,165,245,630,402.3
M,49.5,90.9,232.5,145,220,597.5,384.43
M,49.5,101.8,285,223,272.5,780.5,476.76
M,49,100.3,210,180,252.5,642.5,394.96
M,49.5,102.7,250,152.5,227.5,630,383.41
M,53.5,102.5,210,160,240,610,371.54
M,49.5,104.1,200,165,245,610,369.18
M,54.5,98.1,217.5,140,250,607.5,377.09
M,51,115.4,337.5,192.5,335,865,503.46
M,57.5,118.8,235,165,292.5,692.5,399.05
M,58.5,117.4,217.5,157.5,305,680,393.43
M,50.5,116.4,245,167.5,250,662.5,384.44
M,49.5,118.2,180,195,230,605,349.23
M,52.5,118.6,175,150,205,530,305.58
M,50.5,121.2,270,177.5,275,722.5,413.57
M,49.5,161.2,260,207.5,232.5,700,369.33
M,50.5,130.4,270,197.5,220,687.5,384.6
M,53.5,128.3,242.5,140,242.5,625,351.37
M,59.5,58.12,135,75,180,390,338.04
M,66,65.4,175,122.5,197.5,495,390.49
M,63,63.92,120,110,175,405,325.09
M,59.5,64.56,150,62.5,172.5,385,306.69
M,59.5,73,187.5,130,220.5,538,392.81
M,62,69.92,170,90,180,440,330.77
M,61.5,73.08,145,85,180,410,299.14
M,59.5,82.2,195.5,125,237.5,558,378.77
M,64.5,82.46,172.5,117.5,242.5,532.5,360.81
M,59.5,81.2,130,110,200,440,300.77
M,59.5,90.62,190,145,235,570,367.3
M,65,91.18,215,117.5,235,567.5,364.57
M,68.5,94.5,197.5,112.5,232.5,542.5,342.55
M,63,103.84,215,112.5,215,542.5,328.66
M,60.5,103.2,185,142.5,205,532.5,323.42
M,61,101.9,195,110,225,530,323.61
M,64.5,110.34,220,130,277.5,627.5,371.22
M,59.5,118.04,215,180,225,620,358.05
M,61,122.56,217.5,147.5,247.5,612.5,349.33
M,70,70.7,182.5,90,190,462.5,345.03
M,69.5,101.98,140,105,177.5,422.5,257.89
M,69.5,94.34,145,92.5,162.5,400,252.77
M,69.5,110.4,155,105,230,490,289.82
M,69.5,127.92,150,196.5,195,541.5,304.7
F,32.5,46.16,132.5,77.5,152.5,362.5,481.49
F,25,46.56,122.5,62.5,165,350,461.91
F,33.5,46.95,110,93,140,343,449.88
F,35,47,117.5,67.5,155,340,445.59
F,36,46.6,115,72.5,145,332.5,438.53
F,40,46.66,120,65,142.5,327.5,431.52
F,23.5,46.84,120,70,132.5,322.5,423.72
F,34.5,46.72,120,65,130,315,414.66
F,38.5,45.84,102.5,62.5,125,290,387.2
F,36.5,45.26,95,62.5,117.5,275,370.71
F,37.5,46.24,85,52.5,132.5,270,358.16
F,25.5,51.74,150,92.5,175,417.5,510.67
F,45.5,51.5,140,100,172.5,412.5,506.2
F,41,51.68,147.5,82.5,175,405,495.78
F,23.5,50.52,137.5,75,185,397.5,494.43
F,39,51,132.5,90,172.5,395,488.05
F,31.5,51.22,125,70,152.5,347.5,428.06
F,44.5,51.92,120,82.5,142.5,345,420.97
F,29,51.58,112.5,65,162.5,340,416.78
F,31.5,51.9,97.5,62.5,132.5,292.5,357.01
F,26,49.7,90,50,145,285,358.64
F,40,56.3,174,85,185,444,512.83
F,29.5,57,147.5,105,187.5,440,504.11
F,34.5,56.5,147.5,102.5,177.5,427.5,492.62
F,24.5,56.2,155,85,180,420,485.68
F,35.5,55.3,150,85,175,410,479.23
F,24.5,56.3,152.5,70,177.5,400,462.01
F,36.5,57,140,82.5,160,382.5,438.23
F,37.5,56.5,142.5,75,160,377.5,435.01
F,24.5,55.7,137.5,85,142.5,365,424.59
F,42,60.58,145,141.5,190,476.5,525.04
F,25.5,62.08,160,90,205,455,493.79
F,33.5,62.54,157.5,110,182.5,450,486.15
F,36.5,62.24,178,97.5,172.5,448,485.42
F,27.5,62.84,150,115,172.5,437.5,471.27
F,24.5,60.64,152.5,87.5,187.5,427.5,470.75
F,35,62.52,160,75,190,425,459.23
F,33,62.4,150,87.5,170,407.5,440.84
F,26.5,62.26,132.5,90,177.5,400,433.33
F,25.5,62.1,140,75,177.5,392.5,425.87
F,33,62.72,145,77.5,165,387.5,417.9
F,23,62.44,152.5,62.5,170,385,416.34
F,32.5,62.54,137.5,62.5,167.5,367.5,397.02
F,30,62.7,142.5,80,145,367.5,396.4
F,37.5,61.2,122.5,77.5,160,360,394.16
F,26.5,61.92,115,67.5,152.5,335,364.14
F,37.5,69,177.5,110,235,522.5,532.68
F,26.5,71.2,188,97.5,200,485.5,486.34
F,27.5,71.7,180,117.5,172.5,470,469
F,24,71.1,145,115,160,420,421.06
F,37,71.6,145,85,175,405,404.45
F,26.5,70.8,162.5,75,162.5,400,401.95
F,33.5,71,150,77.5,172.5,400,401.32
F,32.5,70.3,152.5,70,175,397.5,401.01
F,27,69.7,162.5,82.5,150,395,400.41
F,28,71.7,150,70,165,385,384.18
F,38.5,64.9,132.5,67.5,145,345,364.47
F,20.5,70.1,125,70,145,340,343.55
F,18.5,70.1,110,55,117.5,282.5,285.45
F,30.5,74.1,197.5,125,205,527.5,517.08
F,42.5,83.66,200,135,192.5,527.5,486.32
F,27.5,82.34,190,115,182.5,487.5,452.89
F,24.5,76.66,190,92.5,200,482.5,464.59
F,45,83.34,182.5,110,187.5,480,443.34
F,23.5,81.98,155,112.5,192.5,460,428.25
F,42.5,81.06,150,102.5,205,457.5,428.28
F,26.5,83.6,170,102.5,155,427.5,394.26
F,26.5,83.24,165,72.5,185,422.5,390.45
F,32.5,82.38,160,70,155,385,357.58
F,27,134.3,262.5,151,232.5,646,504.64
F,23.5,129.84,232.5,112.5,210,555,436.56
F,23.5,119.7,235,112.5,205,552.5,443.62
F,35.5,113.84,220,130,200,550,448.32
F,33.5,131.78,232.5,102.5,205,540,423.42
F,23.5,115.66,215,85,225,525,425.83
F,27.5,114.98,200,117.5,190,507.5,412.39
F,27.5,116.12,202.5,110,185,497.5,403.04
F,31,105.8,197.5,90,202.5,490,409.42
F,29.5,98.74,135,92.5,152.5,380,325.89
F,31.5,112.6,147.5,80,142.5,370,302.65
F,26,85.78,135,75,155,365,332.56
F,16.5,42.26,85,57.5,107.5,250,355.29
F,17.5,41.74,85,40,110.5,235.5,337.97
F,16,41.48,90,45,100,235,338.92
F,17.5,46.7,107.5,60,122.5,290,381.87
F,18,46.62,92.5,57.5,115,265,349.39
F,17.5,51.64,115,80.5,140,335.5,410.93
F,17.5,51.82,120,81.5,132.5,334,408.1
F,16.5,51.32,125,55,130,310,381.35
F,16.5,51.98,105,62.5,130,297.5,362.72
F,17,51.52,97.5,67.5,112.5,277.5,340.44
F,16,55.32,138,77.5,132.5,348,406.66
F,16.5,56.68,115,85,130,330,379.48
F,17.5,56.96,95,52.5,112.5,260,298.02
F,17.5,54.6,77.5,45,97.5,220,259.35
F,16.5,61.8,135,82.5,145,362.5,394.5
F,17,61.4,125,75,157.5,357.5,390.63
F,17.5,62.5,130,88,137.5,355.5,384.21
F,17.5,62.7,102.5,57.5,132.5,292.5,315.51
F,17.5,71.7,135,112,170,417,416.12
F,17.5,71.7,137.5,92.5,172.5,402.5,401.65
F,18,70.9,168,70,145,383,384.56
F,16,67.7,132.5,82.5,165,380,391.64
F,18,70.7,130,72.5,142.5,345,346.95
F,17.5,68.7,105,47.5,120,272.5,278.5
F,16.5,82.9,166,102.5,185,453.5,419.93
F,17.5,78.9,147.5,70,175,392.5,372.41
F,16.5,156.4,262.5,115,238,615.5,474.4
F,18.5,42.78,85,70,122.5,277.5,390.62
F,19.5,42.66,77.5,50,107.5,235,331.52
F,20.5,42.92,80,55,90,225,315.91
F,21.5,46.3,120,67.5,127.5,315,417.45
F,20.5,46.9,95,60,135,290,380.66
F,21.5,46.5,102.5,52.5,112.5,267.5,353.37
F,22.5,45.9,85,47.5,125,257.5,343.47
F,21.5,46.1,87.5,42.5,117.5,247.5,329.06
F,21.5,50.9,122.5,82.5,152.5,357.5,442.33
F,21.5,51.7,135,102.5,120,357.5,437.52
F,22.5,51.4,122.5,72.5,150,345,423.94
F,21,51.9,122.5,55,165.5,343,418.64
F,21.5,51.4,127.5,72.5,127.5,327.5,402.44
F,22.5,50.7,122.5,62.5,140,325,403.23
F,22.5,50.3,110,70,140,320,399.26
F,21.5,50.6,115,62.5,135,312.5,388.26
F,22.5,54.06,127.5,75,157.5,360,427.26
F,22.5,56.84,130,77.5,152.5,360,413.21
F,22.5,54.24,120,75,152.5,347.5,411.49
F,21.5,55.64,127.5,67.5,147.5,342.5,398.7
F,21.5,55.72,127.5,62.5,147.5,337.5,392.51
F,21.5,56.64,125,65,145,335,385.41
F,21,56.44,127.5,65,135,327.5,377.65
F,20.5,56.5,117.5,75,135,327.5,377.39
F,21.5,56.78,105,60,145,310,356.07
F,19.5,56.46,110,57.5,130,297.5,342.98
F,18.5,56.08,100,52.5,140,292.5,338.72
F,22.5,61.94,147.5,97.5,165,410,445.57
F,21.5,61.56,147.5,80,170,397.5,433.63
F,22.5,62.88,147.5,105,145,397.5,428.01
F,22.5,62.56,160,75,160,395,426.65
F,21.5,62.5,140,92.5,140,372.5,402.58
F,22.5,62.34,120,70,150,340,368.04
F,20.5,62.36,117.5,72.5,132.5,322.5,349.03
F,21,59.16,95,55,130,280,313.18
F,21,71.46,162.5,80,202,444.5,444.38
F,19,71.5,160,75,182.5,417.5,417.26
F,21.5,68,142.5,87.5,175,405,416.35
F,20,67.72,155,77.5,170,402.5,414.76
F,22.5,70.5,145,85,165,395,397.86
F,22.5,70.96,142.5,75,160,377.5,378.86
F,22.5,70.06,137.5,62.5,172.5,372.5,376.51
F,22.5,70.78,137.5,65,165,367.5,369.35
F,18.5,68.72,130,85,150,365,372.98
F,23,69.92,135,75,150,360,364.29
F,20.5,83.4,197.5,110,212.5,520,480.12
F,21.5,81.7,170,85,175,430,400.99
F,20,82.9,147.5,80,165,392.5,363.44
F,21.5,73.1,135,80,127.5,342.5,338.19
F,20,72.9,117.5,70,150,337.5,333.75
F,22.5,72.4,120,65,145,330,327.56
F,20,96.1,217.5,100,207.5,525,455.17
F,22,99.8,180,97.5,200,477.5,407.79
F,21.5,102.4,187.5,117.5,172.5,477.5,403.79
F,21.5,108.2,172.5,72.5,187.5,432.5,358.53
F,22.5,132,170,60,190,420,329.21
F,21.5,122.4,155,112.5,142.5,410,327.19
F,39.5,45.66,122.5,60,137.5,320,428.52
F,49,47,92.5,67.5,110,270,353.85
F,47,50.8,153,77.5,150,380.5,471.44
F,39,51.54,125,62.5,127.5,315,386.34
F,39.5,51.36,117.5,60,120,297.5,365.77
F,39.5,51.16,97.5,67.5,110,275,339.03
F,42.5,56.66,125,80,150,355,408.32
F,43.5,56.22,142.5,67.5,142.5,352.5,407.53
F,45.5,55.72,120,62.5,165,347.5,404.14
F,41.5,56.56,117.5,67.5,162.5,347.5,400.16
F,41.5,53.96,125,65,145,335,398.09
F,42.5,56.02,112.5,62.5,152.5,327.5,379.52
F,40.5,54.84,110,55,150,315,370.25
F,44.5,56.66,115,60,140,315,362.31
F,42.5,56,115,60,132.5,307.5,356.43
F,46.5,55.2,102.5,70,127.5,300,351.08
F,46.5,56.48,90,67.5,120,277.5,319.85
F,39.5,54.82,77.5,47.5,120,245,288.05
F,48.5,61.62,135,85,145,365,397.94
F,39.5,62.36,137.5,75,145,357.5,386.9
F,49,62.36,125,77.5,140,342.5,370.67
F,46.5,62.76,127.5,85,130,342.5,369.22
F,42.5,61.92,120,70,137.5,327.5,355.98
F,44.5,59.66,100,70,140,310,344.89
F,40.5,62.22,112.5,60,137.5,310,335.96
F,47,61.58,100,60,120,280,305.39
F,43,70.04,175,107.5,205,487.5,492.83
F,41.5,70.74,145,75,170,390,392.08
F,41,70.38,150,82.5,155,387.5,390.68
F,42,70.12,130,85,155,370,373.81
F,39.5,71.36,140,92.5,137.5,370,370.18
F,43.5,69.12,117.5,70,160,347.5,353.92
F,39.5,71.26,120,65,160,345,345.44
F,46.5,71.78,110,62.5,150,322.5,321.62
F,48.5,68.5,115,55,140,310,317.35
F,48.5,64.42,95,57.5,95,247.5,262.63
F,40.5,76.38,142.5,82.5,180,405,390.71
F,44.5,78.64,145,77.5,155,377.5,358.77
F,42.5,83.54,130,85,150,365,336.74
F,45.5,80.26,127.5,70,147.5,345,324.55
F,39.5,78.38,132.5,60,142.5,335,318.92
F,43.5,82.32,110,72.5,140,322.5,299.64
F,42.5,108.02,185,97.5,200,482.5,400.21
F,48.5,92.84,192.5,100,187.5,480,422.2
F,40.5,92.48,160,85,210,455,400.88
F,40.5,94.76,172.5,87.5,182.5,442.5,385.88
F,48.5,104.22,165,105,150,420,352.85
F,39.5,123.28,160,95,155,410,326.57
F,43.5,102.32,160,85,150,395,334.13
F,42.5,104.5,150,90,142.5,382.5,321.03
F,44,94.44,137.5,75,145,357.5,312.19
F,48,94.82,110,72.5,127.5,310,270.26
F,51.5,46.4,100,60,120,280,370.47
F,54.5,46.94,105,50,110,265,347.63
F,49.5,46.24,97.5,40,105,242.5,321.68
F,52.5,51.1,105,60,127.5,292.5,360.91
F,49,51.8,100,50,95,245,299.43
F,49.5,51.7,67.5,37.5,120,225,275.36
F,51.5,55.54,123,72.5,140,335.5,391.02
F,54.5,56.36,100,65,147.5,312.5,360.69
F,53,56.44,100,52.5,142.5,295,340.18
F,53.5,56.48,92.5,70,132.5,295,340.02
F,49.5,61.88,105,65,165.5,335.5,364.82
